gene,DFB_A,DFB_B,Fe_A,Fe_B
Ga0401699_0507847_193_1329_COG0604 NADPH quinone reductase and related Zn-dependent oxidoreductases,2.725680889,7.883735163,3.494321859,1.032280115
Ga0401699_0507857_130_735_Destroys radicals which are normally produced within the cells and which are toxic to biological systems,1.817120593,1.12624788,6.115063253,5.161400577
Ga0401699_0507885_1_837_Pyruvate 2-oxoglutarate dehydrogenase complex dehydrogenase E1 component eukaryotic type beta subunit,10.90272356,12.38872668,20.96593115,17.54876196
Ga0401699_0013419_3238_4413_COG1454 Alcohol dehydrogenase_ class IV,76.3190649,103.614805,56.78273021,81.55012912
Ga0401699_0507913_378_1340_Aldehyde dehydrogenase,15.44552504,29.28244489,13.97728744,7.225960808
Ga0401699_0013420_2818_3864_Acyl-CoA reductase LuxC,21.80544711,13.51497457,28.82815534,29.93612335
Ga0401699_0013420_3950_4297_4Fe-4S binding domain,2.725680889,14.64122245,15.72444837,9.290521039
Ga0401699_0508013_28_1371_2OG-FeII oxygenase superfamily,6.359922075,0,4.367902324,1.032280115
Ga0401699_0013423_3_2675_2-methylisocitrate dehydratase activity,19.07976622,36.03993217,17.47160929,23.74244266
Ga0401699_0508171_86_1324_Copper type II ascorbate-dependent monooxygenase_ C-terminal domain,1.817120593,5.631239402,3.494321859,1.032280115
Ga0401699_0508299_77_1363_Catalyzes a 2-step reaction_ involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second,3.634241186,3.378743641,5.241482788,3.096840346
Ga0401699_0508371_21_374_SPTR 3Fe-4S ferredoxin 4Fe-4S ferredoxin_ iron-sulfur binding domain protein,3.634241186,1.12624788,7.862224183,7.225960808
Ga0401699_0508453_343_1266_PFAM Alcohol dehydrogenase zinc-binding domain protein,8.177042668,4.504991522,5.241482788,4.129120462
Ga0401699_0508731_3_1301_deoxyhypusine monooxygenase activity,3.634241186,0,0,0
Ga0401699_0508793_3_827_CoA binding domain,5.451361778,0,0,0
Ga0401699_0013444_3487_4476_COG1063 Threonine dehydrogenase and related Zn-dependent dehydrogenases,11.81128385,28.15619701,33.19605766,28.90384323
Ga0401699_0509097_34_1269_Glycerol-3-phosphate dehydrogenase,33.61673097,31.53494065,28.82815534,23.74244266
Ga0401699_0509203_251_1369_PFAM Acyl-CoA dehydrogenase,6.359922075,2.252495761,0,0
Ga0401699_0509291_3_1271_Concanavalin A-like lectin/glucanases superfamily,6.359922075,1.12624788,2.620741394,7.225960808
Ga0401699_0509298_2_1369_Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin,0.908560296,0,1.747160929,7.225960808
Ga0401699_0509359_1_303_Acetamidase formamidase,0,1.12624788,0,0
Ga0401699_0509362_57_1163_PFAM Iron-containing alcohol dehydrogenase,6.359922075,2.252495761,0.873580465,3.096840346
Ga0401699_0509529_1_1365_succinate dehydrogenase fumarate reductase_ flavoprotein subunit,1.817120593,3.378743641,11.35654604,6.193680693
Ga0401699_0509628_3_431_Domain of Unknown Function DUF1080,0,0,2.620741394,0
Ga0401699_0509792_307_1350_Provides the rickettsial cell with host ATP in exchange for rickettsial ADP. This is an obligate exchange system. This energy acquiring activity is an important component of rickettsial parasitism,3.634241186,1.12624788,1.747160929,0
Ga0401699_0509854_3_1064_PFAM Transketolase central region,2.725680889,3.378743641,0.873580465,2.064560231
Ga0401699_0509854_1061_1369_S-acyltransferase activity,0.908560296,0,0.873580465,1.032280115
Ga0401699_0509896_147_1268_L-carnitine dehydratase bile acid-inducible protein F,4.542801482,3.378743641,6.115063253,4.129120462
Ga0401699_0013469_4498_6264_dihydrolipoamide dehydrogenase,10.90272356,11.2624788,11.35654604,9.290521039
Ga0401699_0013471_1_1164_PFAM FAD-dependent pyridine nucleotide-disulphide oxidoreductase,18.17120593,16.89371821,9.609385112,13.4196415
Ga0401699_0013475_5355_6518_3-hydroxyacyl-CoA dehydrogenase_ NAD binding domain,24.531128,30.40869277,42.80544277,54.71084612
Ga0401699_0510270_60_221_Belongs to the complex I subunit 6 family,1.817120593,0,0,0
Ga0401699_0510277_1_1356_Belongs to the aconitase IPM isomerase family,5.451361778,13.51497457,14.8508679,12.38736139
Ga0401699_0510550_1_1368_Planctomycete cytochrome C,2.725680889,4.504991522,2.620741394,2.064560231
Ga0401699_0013494_847_1989_Acyl-CoA dehydrogenase_ N-terminal domain,3.634241186,11.2624788,16.59802883,10.32280115
Ga0401699_0510644_860_1369_Belongs to the dicarboxylate amino acid cation symporter DAACS TC 2.A.23 family,0.908560296,1.12624788,0,0
Ga0401699_0510774_1_921_COG1249 Pyruvate 2-oxoglutarate dehydrogenase complex_ dihydrolipoamide dehydrogenase E3 component_ and related enzymes,0.908560296,0,1.747160929,0
Ga0401699_0510858_799_1350_Nitroreductase,1.817120593,0,3.494321859,2.064560231
Ga0401699_0013499_4590_5885_NQR complex catalyzes the reduction of ubiquinone-1 to ubiquinol by two successive reactions_ coupled with the transport of Na  ions from the cytoplasm to the periplasm. The first step is catalyzed by NqrF_ which accepts electrons from NADH and reduces ubiquinone-1 to ubisemiquinone by a one-electron transfer pathway,9.085602964,32.66118853,20.09235069,40.2589245
Ga0401699_0510932_1050_1340_COG3288 NAD NADP transhydrogenase alpha subunit,0,1.12624788,0,0
Ga0401699_0510950_824_1366_Cytochrome C1 family,1.817120593,0,4.367902324,1.032280115
Ga0401699_0510982_1_393_Copper binding proteins_ plastocyanin/azurin family,0,0,1.747160929,5.161400577
Ga0401699_0511067_3_1367_B12 binding domain,10.90272356,0,0,2.064560231
Ga0401699_0511185_3_581_Na H antiporter,0.908560296,4.504991522,2.620741394,2.064560231
Ga0401699_0511198_101_643_Protein of unknown function DUF3341,3.634241186,5.631239402,25.33383348,6.193680693
Ga0401699_0511248_2_871_Phosphoenolpyruvate carboxylase,4.542801482,1.12624788,2.620741394,2.064560231
Ga0401699_0511474_464_883_Rubrerythrin,9.994163261,11.2624788,28.82815534,11.35508127
Ga0401699_0511480_109_372_Could be a mediator in iron transactions between iron acquisition and iron-requiring processes_ such as synthesis and or repair of Fe-S clusters in biosynthetic enzymes,0.908560296,4.504991522,2.620741394,5.161400577
Ga0401699_0511505_68_853_Glycerophosphoryl diester phosphodiesterase family,2.725680889,0,0.873580465,2.064560231
Ga0401699_0511537_1_447_alcohol dehydrogenase,0.908560296,3.378743641,0,1.032280115
Ga0401699_0511569_992_1366_PFAM blue type 1 copper domain protein,0.908560296,0,0,0
Ga0401699_0511571_231_1361_Iron-containing alcohol dehydrogenase,1.817120593,7.883735163,6.115063253,9.290521039
Ga0401699_0511631_2_1351_PFAM Class III cytochrome C family,9.994163261,9.009983044,6.115063253,10.32280115
Ga0401699_0511843_22_351_Malic enzyme_ NAD binding domain,0.908560296,0,0,4.129120462
Ga0401699_0013519_780_1517_Electron transfer flavoprotein domain,51.7879369,52.93365038,26.20741394,53.678566
Ga0401699_0512008_23_157_PFAM Rubrerythrin,0,0,0,0
Ga0401699_0512048_49_1281_TIGRFAM sulfite reductase_ dissimilatory-type alpha subunit,0,5.631239402,1.747160929,5.161400577
Ga0401699_0512079_77_313_Aldehyde oxidase and xanthine dehydrogenase_ a/b hammerhead domain,4.542801482,3.378743641,1.747160929,1.032280115
Ga0401699_0512081_29_1144_Part of the tripartite ATP-independent periplasmic TRAP transport system,9.994163261,14.64122245,6.988643718,9.290521039
Ga0401699_0512096_55_1341_Citrate synthase_ C-terminal domain,0,2.252495761,0,1.032280115
Ga0401699_0013523_5550_6674_oxidoreductases related to aryl-alcohol dehydrogenases,27.25680889,19.14621397,9.609385112,21.67788242
Ga0401699_0013524_2502_3443_Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,99.94163261,128.3922584,70.76001764,89.80837004
Ga0401699_0512213_8_799_carbon monoxide dehydrogenase,1.817120593,2.252495761,0.873580465,4.129120462
Ga0401699_0512354_777_1358_COG2863 Cytochrome c553,3.634241186,10.13623092,14.8508679,12.38736139
Ga0401699_0512361_5_1102_Belongs to the AlaDH PNT family,4.542801482,0,12.23012651,14.45192162
Ga0401699_0512415_8_1354_TIGRFAM succinate dehydrogenase or fumarate reductase_ flavoprotein subunit,0,2.252495761,0.873580465,2.064560231
Ga0401699_0013530_4693_5616_Inorganic pyrophosphatase,24.531128,24.77745337,30.57531627,23.74244266
Ga0401699_0512501_319_1125_C-type monoheme cytochrome_ which is part of the SoxAX cytochrome complex involved in sulfur oxidation. The SoxAX complex catalyzes the formation of a heterodisulfide bond between the conserved cysteine residue on a sulfur carrier SoxYZ complex subunit SoxY and thiosulfate or other inorganic sulfur substrates. This leads to the intermediary formation of conspicuous sulfur globules inside of the cells,1.817120593,5.631239402,4.367902324,3.096840346
Ga0401699_0512649_3_785_Succinyl-CoA synthetase functions in the citric acid cycle TCA_ coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate_ while succinate binding and nucleotide specificity is provided by the beta subunit,1.817120593,0,0.873580465,1.032280115
Ga0401699_0512727_1_1365_COGs COG1529 Aerobic-type carbon monoxide dehydrogenase large subunit CoxL CutL homologs,8.177042668,1.12624788,4.367902324,2.064560231
Ga0401699_0512835_885_1364_GMC oxidoreductase,0.908560296,0,0,3.096840346
Ga0401699_0512845_1_1278_COG0493 NADPH-dependent glutamate synthase beta chain and,0.908560296,6.757487283,2.620741394,6.193680693
Ga0401699_0512934_34_273_Malate synthase,0,3.378743641,0,0
Ga0401699_0513157_59_1366_PFAM Aconitate B N-terminal domain,3.634241186,1.12624788,4.367902324,3.096840346
Ga0401699_0513170_3_1364_2-oxoglutarate dehydrogenase N-terminus,4.542801482,4.504991522,2.620741394,5.161400577
Ga0401699_0513185_77_412_PFAM aldo keto reductase,0.908560296,4.504991522,1.747160929,0
Ga0401699_0013551_16_1524_Na+-translocating NADH-quinone reductase subunit A NQRA,7.268482371,15.76747033,22.71309208,43.35576485
Ga0401699_0013551_4324_4956_Rnf-Nqr subunit_ membrane protein,2.725680889,6.757487283,6.988643718,4.129120462
Ga0401699_0513465_1_789_COG0567 2-oxoglutarate dehydrogenase complex_ dehydrogenase E1 component_ and related enzymes,0,1.12624788,0,0
Ga0401699_0513489_3_341_ATP synthesis coupled proton transport,0,0,0,2.064560231
Ga0401699_0513658_170_1363_aconitate hydratase,64.50778105,66.44862495,80.36940276,89.80837004
Ga0401699_0513753_565_1083_Electron transfer flavoprotein_ beta subunit,0,1.12624788,0,0
Ga0401699_0513782_270_1256_Acetamidase/Formamidase family,7.268482371,7.883735163,2.620741394,5.161400577
Ga0401699_0013564_252_2612_Catalyzes the oxidation of acetaldehyde_ benzaldehyde_ propionaldehyde and other aldehydes,29.07392949,68.70112071,66.39211532,67.0982075
Ga0401699_0513861_1195_1365_Xanthine dehydrogenase,0,0,1.747160929,2.064560231
Ga0401699_0514012_847_1365_dehydrogenase complex catalyzes the overall conversion of,1.817120593,2.252495761,4.367902324,4.129120462
Ga0401699_0013570_2507_4054_NADH ubiquinone oxidoreductase subunit,13.62840445,7.883735163,11.35654604,18.58104208
Ga0401699_0514160_15_1280_NADH dehydrogenase NADH ubiquinone oxidoreductase 75 kD subunit chain G,0,12.38872668,0,1.032280115
Ga0401699_0514326_1_837_denitrification pathway,0,0,0,0
Ga0401699_0514335_549_1364_Aconitate B N-terminal domain,0,0,0.873580465,4.129120462
Ga0401699_0514421_408_860_pseudoazurin,0.908560296,3.378743641,0,2.064560231
Ga0401699_0514421_935_1363_Zinc-binding dehydrogenase,2.725680889,2.252495761,0,1.032280115
Ga0401699_0514465_158_631_ATP:ADP antiporter activity,9.994163261,6.757487283,4.367902324,5.161400577
Ga0401699_0514489_537_1004_Function proposed based on presence of conserved amino acid motif_ structural feature or limited homology,3.634241186,3.378743641,0,2.064560231
Ga0401699_0514660_301_1173_FAD binding domain in molybdopterin dehydrogenase,16.35408534,15.76747033,20.96593115,19.61332219
Ga0401699_0514660_1170_1364_[2Fe-2S] binding domain,1.817120593,2.252495761,0.873580465,4.129120462
Ga0401699_0514758_3_1337_Flavin containing amine oxidoreductase,4.542801482,0,4.367902324,3.096840346
Ga0401699_0514825_39_1361_Catalyzes the isomerization of citrate to isocitrate via cis-aconitate,0,1.12624788,5.241482788,3.096840346
Ga0401699_0514982_818_1354_Belongs to the iron ascorbate-dependent oxidoreductase family,0.908560296,0,0.873580465,1.032280115
Ga0401699_0514996_27_617_Has a glutathione-disulfide oxidoreductase activity in the presence of NADPH and glutathione reductase. Reduces low molecular weight disulfides and proteins,0.908560296,1.12624788,0.873580465,0
Ga0401699_0515038_196_1077_oxidase subunit,3.634241186,2.252495761,0,3.096840346
Ga0401699_0515074_622_1362_4Fe-4S ferredoxin iron-sulfur binding domain protein,0.908560296,3.378743641,0,0
Ga0401699_0515093_171_1361_TIGRFAM geranylgeranyl reductase,0.908560296,0,4.367902324,0
Ga0401699_0013605_4372_4557_rubredoxin,30.89105008,47.30241098,23.58667255,32.00068358
Ga0401699_0515173_3_359_Membrane-bound dehydrogenase domain,0.908560296,3.378743641,0,0
Ga0401699_0515201_80_766_WbqC-like protein family,0,0,2.620741394,0
Ga0401699_0515217_684_1127_Psort location Periplasmic_ score 9.44,1.817120593,3.378743641,0.873580465,0
Ga0401699_0515442_13_315_Precorrin-6x reductase CbiJ/CobK,4.542801482,0,1.747160929,0
Ga0401699_0013617_3844_4191_Cytochrome C oxidase_ cbb3-type_ subunit III,2.725680889,7.883735163,0,1.032280115
Ga0401699_0515777_1_1362_PFAM 4Fe-4S ferredoxin_ iron-sulfur binding domain protein,1.817120593,0,1.747160929,1.032280115
Ga0401699_0515960_654_1283_Cytochrome c_ mono- and diheme variants,4.542801482,3.378743641,3.494321859,1.032280115
Ga0401699_0013626_2575_3621_cytochrome C peroxidase,1.817120593,4.504991522,2.620741394,3.096840346
Ga0401699_0516059_697_1341_Metallo-beta-lactamase superfamily,1.817120593,0,3.494321859,4.129120462
Ga0401699_0516099_1_1173_Dehydrogenase,0.908560296,2.252495761,0.873580465,0
Ga0401699_0516103_2_805_hydroxylamine reductase activity,1.817120593,5.631239402,1.747160929,5.161400577
Ga0401699_0516121_3_1148_homogentisate 1_2-dioxygenase,6.359922075,3.378743641,5.241482788,2.064560231
Ga0401699_0516150_32_1141_PFAM Di-haem cytochrome c peroxidase,1.817120593,6.757487283,8.735804647,7.225960808
Ga0401699_0516207_10_696_Prokaryotic cytochrome b561,0,4.504991522,0,0
Ga0401699_0013631_2964_3911_D-isomer specific 2-hydroxyacid dehydrogenase,31.79961037,5.631239402,10.48296558,6.193680693
Ga0401699_0000670_975_2144_Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,16.35408534,28.15619701,19.21877022,26.839283
Ga0401699_0516424_294_1151_C-terminal domain of alpha-glycerophosphate oxidase,0,1.12624788,1.747160929,1.032280115
Ga0401699_0516481_880_1302_ribulose-bisphosphate carboxylase activity,6.359922075,11.2624788,33.19605766,24.77472277
Ga0401699_0013637_2451_2819_Prokaryotic Cytochrome C oxidase subunit IV,0,0,0,0
Ga0401699_0013637_2780_3325_cytochrome o ubiquinol oxidase_ subunit III,0,0,0.873580465,2.064560231
Ga0401699_0516592_288_1361_Belongs to the GMC oxidoreductase family,1.817120593,10.13623092,0.873580465,1.032280115
Ga0401699_0013637_5381_6211_ubiquinol oxidase subunit,2.725680889,0,1.747160929,1.032280115
Ga0401699_0516641_66_1076_electron transfer flavoprotein_ alpha subunit,10.90272356,12.38872668,26.20741394,5.161400577
Ga0401699_0516717_60_1361_carnitine dehydratase,3.634241186,3.378743641,2.620741394,2.064560231
Ga0401699_0013641_308_1174_NDH-1 shuttles electrons from NADH_ via FMN and iron- sulfur Fe-S centers_ to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be a menaquinone. Couples the redox reaction to proton translocation for every two electrons transferred_ four hydrogen ions are translocated across the cytoplasmic membrane_ and thus conserves the redox energy in a proton gradient,1.817120593,6.757487283,13.10370697,8.258240924
Ga0401699_0013641_1174_2286_NAD binding,5.451361778,10.13623092,14.8508679,15.48420173
Ga0401699_0013641_4430_4735_ATP synthesis coupled electron transport,0,0,0,1.032280115
Ga0401699_0516799_1_1359_2-oxoglutarate dehydrogenase,2.725680889,7.883735163,3.494321859,7.225960808
Ga0401699_0516857_3_764_Cytochrome c554 and c-prime,3.634241186,4.504991522,2.620741394,9.290521039
Ga0401699_0517205_2_1360_Domain of unknown function DUF3362,6.359922075,10.13623092,13.97728744,21.67788242
