query_name	Preferred_name	KEGG_ko	eggNOG.free.text.desc.	2.5nM_DFB_A	2.5nM_DFB_B	2.5nM_Fe_A	2.5nM_Fe_B
Ga0401699_0002981_148_12339		ko:K10408	Dynein heavy chain. Source PGD	51.783842	52.85109724	5.007120838	6.879343821
Ga0401699_0003035_361_12390		ko:K10408	P-loop containing dynein motor region D4	47.53926479	50.6939096	7.868332746	6.019425843
Ga0401699_0003067_1515_3452	ftsH	ko:K03798	"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins"	101.0209377	94.91625627	119.4555971	146.1860562
Ga0401699_0003079_132_12362				102.7187686	60.40125399	0.715302977	0
Ga0401699_0003192_13_12273		ko:K14572	ATPase activity	12.73373164	20.4932826	3.576514884	0.859917978
Ga0401699_0003268_2_12169		ko:K13834	MAC/Perforin domain	169.7830885	94.91625627	21.45908931	6.019425843
Ga0401699_0003342_3_9245		"ko:K16506,ko:K16507,ko:K16669"	negative regulation of phosphatase activity	81.49588249	57.16547253	8.583635723	6.019425843
Ga0401699_0003388_11119_11478	nuoA	ko:K00330	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient"	23.76963239	25.88625171	1.430605954	2.579753933
Ga0401699_0003388_211_1380	cob	ko:K00412	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex) that is part of the mitochondrial respiratory chain. The b-c1 complex mediates electron transfer from ubiquinol to cytochrome c. Contributes to the generation of a proton gradient across the mitochondrial membrane that is then used for ATP synthesis	151.9558642	236.2120469	7.153029769	0.859917978
Ga0401699_0003388_3297_4067	rplB	ko:K02886	"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"	16.97830885	14.02171968	0	0
Ga0401699_0003388_4100_4678	NDUFS3	ko:K03936	"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)"	21.22288607	37.75078374	0.715302977	0
Ga0401699_0003388_5300_6604	atp6	ko:K02126	"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel"	162.1428495	229.7404839	2.861211908	7.739261798
Ga0401699_0003388_6680_8260	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	605.2767106	728.0508293	18.5978774	15.4785236
Ga0401699_0003388_8744_9550		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	124.7905701	209.2472013	9.2989387	0.859917978
Ga0401699_0003388_9817_11028	NDUFS2	ko:K03935	quinone binding	66.21540452	127.2740709	3.576514884	0.859917978
Ga0401699_0003462_10552_10917	rpl14	ko:K02874	large ribosomal subunit rRNA binding	0	1.078593821	42.20287564	42.1359809
Ga0401699_0003462_3955_4326	rpl13	"ko:K02871,ko:K03504"	structural constituent of ribosome	2.546746328	2.157187642	40.77226968	51.59507865
Ga0401699_0003462_4439_5377	rpoA	ko:K03040	DNA-directed 5'-3' RNA polymerase activity	4.244577213	4.314375285	87.26696318	67.93352023
Ga0401699_0003462_6270_7538	secY	ko:K10956	protein transport	5.093492656	10.78593821	120.8862031	122.1083528
Ga0401699_0003462_652_975	RPS20	"ko:K02946,ko:K02969"	structural constituent of ribosome	15.28047797	30.20062699	146.6371103	201.2208068
Ga0401699_0003462_8608_9144	MRPL6	"ko:K02933,ko:K21850"	rRNA binding	7.640238984	8.62875057	51.50181434	56.75458652
Ga0401699_0003462_9161_9604	rps8	ko:K02994	structural constituent of ribosome	1.697830885	6.471562927	70.81499471	49.8752427
Ga0401699_0003462_9589_10305	rpl5	ko:K02931	structural constituent of ribosome	4.244577213	4.314375285	77.2527215	85.13187978
Ga0401699_0003462_988_2217	tufA	ko:K02358	Elongation factor Tu	11.8848162	6.471562927	123.032112	156.5050719
Ga0401699_0003587_57_11549	HERC1	"ko:K10594,ko:K12864"	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	66.21540452	62.55844163	0	0
Ga0401699_0003760_3_11273			Cadherin domain	50.93492656	24.80765789	0	0
Ga0401699_0003799_10405_10965	rplE	ko:K02931	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"	14.43156252	48.53672196	1.430605954	1.719835955
Ga0401699_0003799_106_1476	cox1	ko:K02256	Cytochrome C and Quinol oxidase polypeptide I	541.6080524	760.408644	21.45908931	33.53680113
Ga0401699_0003799_1790_3478	nad5	ko:K03883	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	293.7247431	435.7519038	42.20287564	23.21778539
Ga0401699_0003799_5316_5543	atp9	"ko:K02128,ko:K03880"	ATP hydrolysis coupled proton transport	166.3874268	232.9762654	20.02848335	31.81696517
Ga0401699_0003799_5823_6434	nad6	ko:K03884	Belongs to the complex I subunit 6 family	104.4165994	135.9028215	10.72954465	12.03885169
Ga0401699_0003799_6446_8476	NDUFS1	ko:K03934	75 kDa subunit	455.8675927	619.1128534	51.50181434	67.93352023
Ga0401699_0003799_8498_9487	nuoH	ko:K00337	"NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone"	146.0134561	252.3909542	30.04272503	25.79753933
Ga0401699_0003944_1_11172			serine-type endopeptidase activity	36.50336403	44.22234667	2.145908931	7.739261798
Ga0401699_0003948_190_10176			negative regulation of phosphatase activity	266.559449	281.5129873	22.88969526	18.05827753
Ga0401699_0003969_2_11179		ko:K10408	Dynein heavy chain. Source PGD	61.12191187	80.89453659	7.153029769	7.739261798
Ga0401699_0003988_3_10973			Source PGD	72.15781262	39.90797139	10.72954465	2.579753933
Ga0401699_0004080_4150_11043			Source PGD	28.86312505	37.75078374	1.430605954	0
Ga0401699_0004127_3_2051	nad5	ko:K03883	"NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus"	100.1720222	131.5884462	2.861211908	6.879343821
Ga0401699_0004127_3282_4793		ko:K03879	Proton-conducting membrane transporter	16.97830885	33.43640846	0	4.299589888
Ga0401699_0004127_4817_6253	nad4	ko:K03881	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)	38.20119492	79.81594277	0	0
Ga0401699_0004127_7513_8520	ND1	"ko:K03878,ko:K04257,ko:K05572,ko:K05579"	NADH dehydrogenase (quinone) activity	26.31637872	65.7942231	0	0
Ga0401699_0004127_8522_10612		ko:K03934	Belongs to the complex I 75 kDa subunit family	119.6970774	208.1686075	1.430605954	0.859917978
Ga0401699_0004156_3_10778			Thrombospondin type 1 repeats	49.23709567	61.47984781	6.437726792	3.43967191
Ga0401699_0004159_9879_10442			Thrombospondin type 1 repeats	8.489154426	3.235781464	0	0
Ga0401699_0004176_3720_5027		ko:K01999	"amino acid transport system, periplasmic component"	1416.839874	2074.135918	440.6266338	519.3904585
Ga0401699_0004216_42_10949	TNXB	"ko:K02599,ko:K05717,ko:K06252"	Tenascin XB	81.49588249	73.34437984	6.437726792	8.599179776
Ga0401699_0004326_29_10813	bhp	"ko:K01448,ko:K07004,ko:K13735,ko:K20276,ko:K21449"	extracellular matrix structural constituent	98.47419134	70.10859838	0.715302977	2.579753933
Ga0401699_0004552_67_9780			Fibronectin type 3 domain	52.63275744	58.24406635	6.437726792	0.859917978
Ga0401699_0004585_1_10473			semaphorin-plexin signaling pathway	31.40987138	28.04343935	0.715302977	2.579753933
Ga0401699_0004646_4083_10451				40.74794125	19.41468878	2.145908931	0.859917978
Ga0401699_0004709_137_10390	ODA-DHCB	ko:K10408	dynein light chain binding	83.19371338	76.58016131	2.145908931	6.879343821
Ga0401699_0004713_2_10069			negative regulation of phosphatase activity	121.3949083	98.15203773	12.87545358	11.17893371
Ga0401699_0004714_637_2727	fusA	ko:K02355	"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome"	13.58264708	25.88625171	4.291817861	1.719835955
Ga0401699_0004747_2501_2686	psbZ	ko:K02724	Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna	35.65444859	31.27922082	69.38438876	86.85171574
Ga0401699_0004747_3144_4427	ycf90		Uncharacterised protein family	8.489154426	29.12203317	178.8257442	186.6022011
Ga0401699_0004747_5060_5743	rps2	"ko:K02108,ko:K02967,ko:K03046"	Ribosomal protein S2	13.58264708	20.4932826	208.1531663	227.8782641
Ga0401699_0004747_5803_9417	rpoC2		DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	3.39566177	6.471562927	50.07120838	58.47442248
Ga0401699_0004811_58_10164		ko:K10408	"Dynein heavy chain, N-terminal region 1"	79.79805161	73.34437984	13.59075656	16.33844157
Ga0401699_0004822_1_10005	RNF213		e3 ubiquitin-protein ligase	28.01420961	25.88625171	1.430605954	2.579753933
Ga0401699_0004827_35_9784			NHL repeat	32.25878682	26.96484553	0.715302977	0
Ga0401699_0004854_6553_8091	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	976.252759	977.206002	69.38438876	79.97237192
Ga0401699_0004854_8121_8930		ko:K02262	"Subunits I, II and III form the functional core of the enzyme complex"	365.0336403	352.7001795	27.18151312	26.65745731
Ga0401699_0004854_8946_9704	atp6	ko:K02126	ATP synthase A chain	142.6177944	177.9679805	16.45196847	22.35786742
Ga0401699_0004868_168_10058	GPR98	ko:K18263	maintenance of animal organ identity	67.06431997	48.53672196	2.145908931	1.719835955
Ga0401699_0005139_1696_2070	rpl23	ko:K02892	rRNA binding	23.76963239	22.65047025	393.4166373	406.7412034
Ga0401699_0005139_2095_2925	rplB	ko:K02886	"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity"	67.91323541	98.15203773	815.4453937	878.8361731
Ga0401699_0005139_2935_3213	rpsS	ko:K02965	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	5.942408098	14.02171968	275.3916461	300.1113742
Ga0401699_0005139_3241_3591	rplV	ko:K02890	Ribosomal protein L22p/L17e	24.61854784	32.35781464	465.662238	475.5346416
Ga0401699_0005139_3612_4256	rpsC	ko:K02982	"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation"	27.16529416	36.67218992	793.2710014	868.5171574
Ga0401699_0005139_4340_4702	rplP	ko:K02878	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs	11.8848162	9.707344391	366.2351242	399.8618596
Ga0401699_0005139_4713_4949	rps17	ko:K02961	rRNA binding	5.093492656	22.65047025	266.0927074	303.5510461
Ga0401699_0005139_4958_5323	rpl14	ko:K02874	large ribosomal subunit rRNA binding	26.31637872	26.96484553	452.7867844	439.4180865
Ga0401699_0005139_5341_5640	rplX	ko:K02895	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	11.8848162	17.25750114	383.4023956	418.7800551
Ga0401699_0005139_5645_6193	rplE	ko:K02931	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"	22.92071695	36.67218992	628.7513167	674.1756944
Ga0401699_0005235_2_9946		"ko:K04851,ko:K04857"	membrane depolarization during action potential	43.29468757	34.51500228	1.430605954	0
Ga0401699_0005255_1306_1494	psbZ	ko:K02724	Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna	209.6821143	327.8925217	621.5982869	742.9691326
Ga0401699_0005255_6938_8038	rpoA	ko:K03040	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	113.7546693	83.05172424	162.3737758	233.8976899
Ga0401699_0005255_8118_8501	rps9	ko:K02996	structural constituent of ribosome	35.65444859	35.5935961	51.50181434	70.51327416
Ga0401699_0005278_5196_9659		ko:K16669	condensed mesenchymal cell proliferation	12.73373164	14.02171968	1.430605954	0
Ga0401699_0005451_3_9713	SSPO	"ko:K08621,ko:K13912"	Netrin receptor	87.43829059	42.06515903	6.437726792	7.739261798
Ga0401699_0005466_241_9810	SSPO	"ko:K08621,ko:K13912"	Netrin receptor	133.2797245	69.03000456	1.430605954	0
Ga0401699_0005680_228_9668				93.38069869	67.95141074	3.576514884	4.299589888
Ga0401699_0005692_8_9616	DNAH2	ko:K10408	dynein light chain binding	43.29468757	25.88625171	0.715302977	0
Ga0401699_0005752_3_8918		ko:K12567	cytoskeletal protein binding	80.64696705	35.5935961	2.861211908	2.579753933
Ga0401699_0005785_1_9567			Cadherin domain	41.59685669	28.04343935	0.715302977	0
Ga0401699_0005815_32_9460			Thrombospondin type 1 repeats	88.28720603	39.90797139	0	1.719835955
Ga0401699_0005953_2_9478	ODA-DHCB	ko:K10408	dynein light chain binding	32.25878682	32.35781464	0	0
Ga0401699_0006040_1025_1495	rpsG	ko:K02992	"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA"	22.07180151	31.27922082	2.145908931	3.43967191
Ga0401699_0006040_1511_1885	rpsL	ko:K02950	"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit"	39.05011036	56.0868787	8.583635723	4.299589888
Ga0401699_0006040_1980_3563	atpA	ko:K02111	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit	559.4352767	972.8916268	85.83635723	93.73105956
Ga0401699_0006040_3934_5061	atp6	ko:K02126	ATP synthase A chain	300.5160667	582.4406635	48.64060243	47.29548877
Ga0401699_0006040_508_1050	nuoJ	ko:K00339	Belongs to the complex I subunit 6 family	41.59685669	78.73734895	5.007120838	9.459097753
Ga0401699_0006040_8118_8345		ko:K02128	ATP synthesis coupled proton transport	56.02841921	173.6536052	15.73666549	6.879343821
Ga0401699_0006057_1933_2403	rps7	ko:K02992	rRNA binding	40.74794125	60.40125399	625.8901048	639.7789753
Ga0401699_0006057_2442_2816	rps12	"ko:K02950,ko:K02992"	structural constituent of ribosome	43.29468757	42.06515903	452.7867844	487.5734933
