Gene,DFB_A,DFB_B,control,Fe_A,Fe_B
Ga0401699_0003388_4100_4678_NADH dehydrogenase ubiquinone Fe-S protein 3_ 30kDa NADH-coenzyme Q reductase,21.22288607,37.75078374,23.29070405,0.715302977,0
Ga0401699_0003388_5300_6604_Mitochondrial membrane ATP synthase F1F0 ATP synthase or Complex V produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains_ F1 - containing the extramembraneous catalytic core and F0 - containing the membrane proton channel_ linked together by a central stalk and a peripheral stalk. During catalysis_ ATP synthesis in the catalytic domain of F1 is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Key component of the proton channel,162.1428495,229.7404839,229.3238552,2.861211908,7.739261798
Ga0401699_0003388_6680_8260_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,605.2767106,728.0508293,730.0739922,18.5978774,15.4785236
Ga0401699_0003388_8744_9550_Subunits I_ II and III form the functional core of the enzyme complex,124.7905701,209.2472013,192.5962065,9.2989387,0.859917978
Ga0401699_0003388_9817_11028_quinone binding,66.21540452,127.2740709,121.8282981,3.576514884,0.859917978
Ga0401699_0003462_10552_10917_large ribosomal subunit rRNA binding,0,1.078593821,4.478981548,42.20287564,42.1359809
Ga0401699_0003462_3955_4326_structural constituent of ribosome,2.546746328,2.157187642,5.374777857,40.77226968,51.59507865
Ga0401699_0003462_4439_5377_DNA-directed 5'-3' RNA polymerase activity,4.244577213,4.314375285,7.166370476,87.26696318,67.93352023
Ga0401699_0003462_6270_7538_protein transport,5.093492656,10.78593821,19.70751881,120.8862031,122.1083528
Ga0401699_0003462_652_975_structural constituent of ribosome,15.28047797,30.20062699,17.91592619,146.6371103,201.2208068
Ga0401699_0003462_8608_9144_rRNA binding,7.640238984,8.62875057,9.853759405,51.50181434,56.75458652
Ga0401699_0003462_9161_9604_structural constituent of ribosome,1.697830885,6.471562927,5.374777857,70.81499471,49.8752427
Ga0401699_0003462_9589_10305_structural constituent of ribosome,4.244577213,4.314375285,12.54114833,77.2527215,85.13187978
Ga0401699_0003462_988_2217_Elongation factor Tu,11.8848162,6.471562927,29.56127821,123.032112,156.5050719
Ga0401699_0003587_57_11549_protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,66.21540452,62.55844163,51.06038964,0,0
Ga0401699_0003760_3_11273_Cadherin domain,50.93492656,24.80765789,30.45707452,0,0
Ga0401699_0003799_10405_10965_This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit_ where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit bridge B1b_ connecting the 2 subunits,14.43156252,48.53672196,29.56127821,1.430605954,1.719835955
Ga0401699_0003799_106_1476_Cytochrome C and Quinol oxidase polypeptide I,541.6080524,760.408644,374.4428574,21.45908931,33.53680113
Ga0401699_0003799_1790_3478_NADH-Ubiquinone oxidoreductase complex I_ chain 5 N-terminus,293.7247431,435.7519038,252.6145593,42.20287564,23.21778539
Ga0401699_0003799_5316_5543_ATP hydrolysis coupled proton transport,166.3874268,232.9762654,98.53759405,20.02848335,31.81696517
Ga0401699_0003799_5823_6434_Belongs to the complex I subunit 6 family,104.4165994,135.9028215,69.87211214,10.72954465,12.03885169
Ga0401699_0003799_6446_8476_75 kDa subunit,455.8675927,619.1128534,361.0059127,51.50181434,67.93352023
Ga0401699_0003799_8498_9487_NDH-1 shuttles electrons from NADH_ via FMN and iron- sulfur Fe-S centers_ to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation for every two electrons transferred_ four hydrogen ions are translocated across the cytoplasmic membrane_ and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone,146.0134561,252.3909542,152.2853726,30.04272503,25.79753933
Ga0401699_0003944_1_11172_serine-type endopeptidase activity,36.50336403,44.22234667,42.99822286,2.145908931,7.739261798
Ga0401699_0003948_190_10176_negative regulation of phosphatase activity,266.559449,281.5129873,422.8158581,22.88969526,18.05827753
Ga0401699_0003969_2_11179_Dynein heavy chain. Source PGD,61.12191187,80.89453659,44.78981548,7.153029769,7.739261798
Ga0401699_0003988_3_10973_Source PGD,72.15781262,39.90797139,43.89401917,10.72954465,2.579753933
Ga0401699_0004080_4150_11043_Source PGD,28.86312505,37.75078374,40.31083393,1.430605954,0
Ga0401699_0004127_3_2051_NADH-Ubiquinone oxidoreductase complex I_ chain 5 N-terminus,100.1720222,131.5884462,138.848428,2.861211908,6.879343821
Ga0401699_0004127_3282_4793_Proton-conducting membrane transporter,16.97830885,33.43640846,27.76968559,0,4.299589888
Ga0401699_0004127_4817_6253_Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase Complex I that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone By similarity,38.20119492,79.81594277,80.62166786,0,0
Ga0401699_0004127_7513_8520_NADH dehydrogenase quinone activity,26.31637872,65.7942231,40.31083393,0,0
Ga0401699_0004127_8522_10612_Belongs to the complex I 75 kDa subunit family,119.6970774,208.1686075,137.9526317,1.430605954,0.859917978
Ga0401699_0004156_3_10778_Thrombospondin type 1 repeats,49.23709567,61.47984781,71.66370476,6.437726792,3.43967191
Ga0401699_0004159_9879_10442_Thrombospondin type 1 repeats,8.489154426,3.235781464,10.74955571,0,0
Ga0401699_0004176_3720_5027_amino acid transport system_ periplasmic component,1416.839874,2074.135918,1368.776761,440.6266338,519.3904585
Ga0401699_0004216_42_10949_Tenascin XB,81.49588249,73.34437984,58.22676012,6.437726792,8.599179776
Ga0401699_0004326_29_10813_extracellular matrix structural constituent,98.47419134,70.10859838,55.53937119,0.715302977,2.579753933
Ga0401699_0004552_67_9780_Fibronectin type 3 domain,52.63275744,58.24406635,51.95618595,6.437726792,0.859917978
Ga0401699_0004585_1_10473_semaphorin-plexin signaling pathway,31.40987138,28.04343935,33.14446345,0.715302977,2.579753933
Ga0401699_0004646_4083_10451_,40.74794125,19.41468878,30.45707452,2.145908931,0.859917978
Ga0401699_0004709_137_10390_dynein light chain binding,83.19371338,76.58016131,42.10242655,2.145908931,6.879343821
Ga0401699_0004713_2_10069_negative regulation of phosphatase activity,121.3949083,98.15203773,115.5577239,12.87545358,11.17893371
Ga0401699_0004714_637_2727_Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step_ the ribosome changes from the pre-translocational PRE to the post- translocational POST state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites_ respectively. Catalyzes the coordinated movement of the two tRNA molecules_ the mRNA and conformational changes in the ribosome,13.58264708,25.88625171,27.76968559,4.291817861,1.719835955
Ga0401699_0004747_2501_2686_Controls the interaction of photosystem II PSII cores with the light-harvesting antenna,35.65444859,31.27922082,15.22853726,69.38438876,86.85171574
Ga0401699_0004747_3144_4427_Uncharacterised protein family,8.489154426,29.12203317,17.02012988,178.8257442,186.6022011
Ga0401699_0004747_5060_5743_Ribosomal protein S2,13.58264708,20.4932826,26.87388929,208.1531663,227.8782641
Ga0401699_0004747_5803_9417_DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,3.39566177,6.471562927,6.270574167,50.07120838,58.47442248
Ga0401699_0004811_58_10164_Dynein heavy chain_ N-terminal region 1,79.79805161,73.34437984,60.01835274,13.59075656,16.33844157
Ga0401699_0004822_1_10005_e3 ubiquitin-protein ligase,28.01420961,25.88625171,49.26879702,1.430605954,2.579753933
Ga0401699_0004827_35_9784_NHL repeat,32.25878682,26.96484553,58.22676012,0.715302977,0
Ga0401699_0004854_6553_8091_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,976.252759,977.206002,973.7305884,69.38438876,79.97237192
Ga0401699_0004854_8121_8930_Subunits I_ II and III form the functional core of the enzyme complex,365.0336403,352.7001795,402.212543,27.18151312,26.65745731
Ga0401699_0004854_8946_9704_ATP synthase A chain,142.6177944,177.9679805,146.9105948,16.45196847,22.35786742
Ga0401699_0004868_168_10058_maintenance of animal organ identity,67.06431997,48.53672196,31.35287083,2.145908931,1.719835955
Ga0401699_0005139_1696_2070_rRNA binding,23.76963239,22.65047025,137.0568354,393.4166373,406.7412034
Ga0401699_0005139_2095_2925_One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome_ for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity,67.91323541,98.15203773,293.8211895,815.4453937,878.8361731
Ga0401699_0005139_2935_3213_Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,5.942408098,14.02171968,85.99644571,275.3916461,300.1113742
Ga0401699_0005139_3241_3591_Ribosomal protein L22p/L17e,24.61854784,32.35781464,156.7643542,465.662238,475.5346416
Ga0401699_0005139_3612_4256_Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome_ positioning it for translation,27.16529416,36.67218992,273.2178744,793.2710014,868.5171574
Ga0401699_0005139_4340_4702_Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs,11.8848162,9.707344391,103.9123719,366.2351242,399.8618596
Ga0401699_0005139_4713_4949_rRNA binding,5.093492656,22.65047025,81.51746416,266.0927074,303.5510461
Ga0401699_0005139_4958_5323_large ribosomal subunit rRNA binding,26.31637872,26.96484553,137.0568354,452.7867844,439.4180865
Ga0401699_0005139_5341_5640_One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit,11.8848162,17.25750114,105.7039645,383.4023956,418.7800551
Ga0401699_0005139_5645_6193_This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit_ where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit bridge B1b_ connecting the 2 subunits,22.92071695,36.67218992,198.8667807,628.7513167,674.1756944
Ga0401699_0005235_2_9946_membrane depolarization during action potential,43.29468757,34.51500228,34.93605607,1.430605954,0
Ga0401699_0005255_1306_1494_Controls the interaction of photosystem II PSII cores with the light-harvesting antenna,209.6821143,327.8925217,249.031374,621.5982869,742.9691326
Ga0401699_0005255_6938_8038_DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,113.7546693,83.05172424,61.80994536,162.3737758,233.8976899
Ga0401699_0005255_8118_8501_structural constituent of ribosome,35.65444859,35.5935961,12.54114833,51.50181434,70.51327416
Ga0401699_0005278_5196_9659_condensed mesenchymal cell proliferation,12.73373164,14.02171968,18.8117225,1.430605954,0
Ga0401699_0005451_3_9713_Netrin receptor,87.43829059,42.06515903,47.4772044,6.437726792,7.739261798
Ga0401699_0005466_241_9810_Netrin receptor,133.2797245,69.03000456,83.30905678,1.430605954,0
Ga0401699_0005680_228_9668_,93.38069869,67.95141074,57.33096381,3.576514884,4.299589888
Ga0401699_0005692_8_9616_dynein light chain binding,43.29468757,25.88625171,34.93605607,0.715302977,0
Ga0401699_0005752_3_8918_cytoskeletal protein binding,80.64696705,35.5935961,46.58140809,2.861211908,2.579753933
Ga0401699_0005785_1_9567_Cadherin domain,41.59685669,28.04343935,21.49911143,0.715302977,0
Ga0401699_0005815_32_9460_Thrombospondin type 1 repeats,88.28720603,39.90797139,37.623445,0,1.719835955
Ga0401699_0005953_2_9478_dynein light chain binding,32.25878682,32.35781464,17.02012988,0,0
Ga0401699_0006040_1025_1495_One of the primary rRNA binding proteins_ it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center_ probably blocks exit of the E-site tRNA,22.07180151,31.27922082,65.39313059,2.145908931,3.43967191
Ga0401699_0006040_1511_1885_Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits_ it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8_ S12 and S17 appears to hold together the shoulder and platform of the 30S subunit,39.05011036,56.0868787,66.2889269,8.583635723,4.299589888
Ga0401699_0006040_1980_3563_Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit,559.4352767,972.8916268,1406.400206,85.83635723,93.73105956
Ga0401699_0006040_3934_5061_ATP synthase A chain,300.5160667,582.4406635,944.1693102,48.64060243,47.29548877
Ga0401699_0006040_508_1050_Belongs to the complex I subunit 6 family,41.59685669,78.73734895,130.7862612,5.007120838,9.459097753
Ga0401699_0006040_8118_8345_ATP synthesis coupled proton transport,56.02841921,173.6536052,160.3475394,15.73666549,6.879343821
Ga0401699_0006057_1933_2403_rRNA binding,40.74794125,60.40125399,180.9508545,625.8901048,639.7789753
Ga0401699_0006057_2442_2816_structural constituent of ribosome,43.29468757,42.06515903,160.3475394,452.7867844,487.5734933
Ga0401699_0006057_2834_3046_rRNA binding,14.43156252,26.96484553,51.06038964,197.4236216,189.1819551
Ga0401699_0006057_3078_3497_Belongs to the universal ribosomal protein uS9 family,24.61854784,39.90797139,131.6820575,454.2173903,441.1379225
Ga0401699_0006057_312_635_Involved in the binding of tRNA to the ribosomes,22.07180151,39.90797139,134.3694464,364.8045182,327.6287495
Ga0401699_0006057_3502_3924_This protein is one of the early assembly proteins of the 50S ribosomal subunit_ although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly,28.01420961,74.42297367,188.117225,540.0537476,595.0632405
Ga0401699_0006057_3937_4854_DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,110.3590075,153.1603226,451.48134,1452.780346,1450.681628
Ga0401699_0006057_4872_5261_Located on the platform of the 30S subunit_ it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome,42.44577213,63.63703545,214.095318,568.6658666,495.3127551
